,Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole
744,47.0,No,Non-Travel,Research & Development,3,4,Other,3,Female,3,1,Research Scientist,3,Married,11957.0,3,No,16,3.0,1,1,3.0,3,13.0,2
745,44.0,Yes,Travel_Frequently,Research & Development,6,3,Medical,4,Male,3,1,Laboratory Technician,1,Married,5743.0,7,Yes,21,3.0,4,0,3.0,1,10.0,2
746,42.0,No,Travel_Rarely,Sales,10,3,Marketing,4,Female,3,2,Sales Executive,4,Single,2372.0,1,No,12,3.0,4,0,2.0,2,1.0,7
747,42.0,No,Travel_Rarely,Sales,20,3,Life Sciences,3,Male,4,1,Sales Representative,4,Married,2311.0,0,No,12,3.0,1,1,2.0,3,1.0,2
748,32.0,No,Travel_Rarely,Research & Development,18,4,Life Sciences,4,Male,3,2,Manufacturing Director,4,Divorced,10400.0,1,Yes,15,4.0,1,2,2.0,3,14.0,7
749,50.0,No,Travel_Frequently,Sales,6,4,Medical,1,Male,4,2,Sales Executive,4,Divorced,4294.0,4,No,22,3.0,4,2,2.0,4,7.0,7
750,33.0,No,Travel_Rarely,Research & Development,1,1,Life Sciences,3,Female,2,3,Manufacturing Director,3,Single,4878.0,1,No,22,3.0,3,0,5.0,3,9.0,8
751,30.0,No,Travel_Rarely,Research & Development,16,3,Medical,1,Male,4,1,Laboratory Technician,2,Married,6347.0,0,No,13,3.0,3,1,2.0,3,11.0,4
752,30.0,Yes,Travel_Rarely,Research & Development,5,2,Medical,3,Female,2,1,Research Scientist,3,Married,4779.0,1,Yes,14,3.0,1,1,3.0,3,3.0,7
753,53.0,No,Travel_Rarely,Research & Development,16,2,Other,4,Female,2,2,Manufacturing Director,2,Married,15427.0,0,Yes,11,3.0,4,0,3.0,3,25.0,2
754,33.0,No,Travel_Rarely,Research & Development,10,4,Life Sciences,3,Male,2,2,Laboratory Technician,3,Divorced,2272.0,1,No,11,3.0,2,1,2.0,4,12.0,7
755,54.0,No,Travel_Frequently,Research & Development,2,3,Life Sciences,3,Female,3,4,Manager,4,Single,10502.0,2,Yes,13,3.0,3,0,2.0,3,5.0,4
756,27.0,No,Non-Travel,Research & Development,5,4,Life Sciences,4,Male,2,2,Manufacturing Director,4,Single,2566.0,8,No,24,3.0,2,0,2.0,3,1.0,0
757,32.0,No,Travel_Rarely,Research & Development,6,3,Life Sciences,4,Male,3,2,Laboratory Technician,4,Single,6220.0,2,No,17,3.0,4,0,3.0,3,10.0,2
758,28.0,No,Non-Travel,Sales,21,2,Medical,3,Male,3,1,Sales Representative,4,Married,2144.0,5,No,15,3.0,2,1,3.0,3,5.0,4
759,26.0,Yes,Travel_Frequently,Sales,13,2,Marketing,4,Female,3,2,Sales Executive,3,Single,2366.0,3,Yes,11,3.0,4,0,2.0,3,8.0,0
760,26.0,No,Travel_Rarely,Research & Development,1,4,Other,3,Male,2,1,Research Scientist,1,Single,3955.0,3,Yes,11,3.0,2,0,2.0,3,5.0,2
761,47.0,No,Travel_Rarely,Research & Development,2,4,Life Sciences,3,Female,2,1,Research Scientist,3,Single,17169.0,2,No,14,3.0,4,0,2.0,3,20.0,2
763,36.0,No,Travel_Rarely,Research & Development,11,4,Life Sciences,4,Female,3,2,Laboratory Technician,3,Married,6815.0,8,No,20,3.0,2,1,5.0,3,1.0,2
764,31.0,No,Travel_Rarely,Research & Development,10,3,Medical,1,Male,3,3,Manufacturing Director,3,Single,3067.0,9,No,14,3.0,2,0,1.0,3,2.0,7
765,26.0,No,Travel_Rarely,Research & Development,24,3,Medical,4,Male,3,3,Manufacturing Director,1,Married,7547.0,1,Yes,21,3.0,4,1,3.0,2,4.0,9
766,50.0,No,Travel_Rarely,Sales,10,3,Technical Degree,2,Male,2,2,Sales Executive,2,Divorced,17046.0,7,No,12,3.0,2,1,2.0,4,33.0,1
767,32.0,No,Travel_Rarely,Sales,8,2,Technical Degree,3,Male,2,2,Sales Executive,2,Married,6389.0,1,Yes,11,3.0,4,0,5.0,3,1.0,12
768,33.0,No,Non-Travel,Sales,25,3,Medical,2,Male,3,2,Sales Executive,3,Married,17444.0,1,No,12,3.0,1,1,2.0,2,10.0,7
769,49.0,No,Travel_Frequently,Research & Development,20,4,Technical Degree,1,Male,3,3,Healthcare Representative,4,Married,5130.0,4,No,20,4.0,4,1,3.0,3,10.0,10
770,22.0,Yes,Travel_Rarely,Research & Development,18,1,Medical,3,Male,2,1,Research Scientist,4,Single,4534.0,1,Yes,13,3.0,3,0,2.0,2,4.0,3
771,36.0,No,Travel_Rarely,Research & Development,19,4,Medical,4,Male,2,1,Laboratory Technician,1,Married,4534.0,1,No,12,3.0,3,3,2.0,3,10.0,5
772,31.0,No,Travel_Rarely,Research & Development,23,4,Life Sciences,4,Male,3,4,Research Director,4,Single,2356.0,6,No,18,3.0,3,0,2.0,3,6.0,9
773,28.0,No,Travel_Rarely,Research & Development,2,4,Medical,3,Female,3,5,Research Director,4,Divorced,1223.0,7,Yes,17,3.0,3,1,0.0,3,2.0,1
774,36.0,No,Travel_Rarely,Sales,7,4,Life Sciences,2,Female,2,1,Sales Representative,3,Married,3419.0,3,No,15,3.0,2,0,3.0,4,1.0,7
775,39.0,Yes,Travel_Rarely,Sales,1,4,Other,4,Female,3,2,Sales Executive,3,Single,2232.0,3,Yes,14,3.0,4,0,1.0,3,3.0,0
776,41.0,No,Travel_Rarely,Research & Development,2,3,Medical,3,Female,3,1,Laboratory Technician,4,Single,13591.0,0,No,14,3.0,3,0,3.0,2,1.0,7
777,54.0,No,Travel_Rarely,Research & Development,5,2,Medical,2,Female,2,2,Laboratory Technician,4,Married,13549.0,1,No,14,3.0,3,1,5.0,4,2.0,10
778,56.0,No,Travel_Rarely,Research & Development,8,3,Technical Degree,3,Female,3,3,Healthcare Representative,3,Divorced,4257.0,1,No,13,3.0,2,3,3.0,3,2.0,14
779,18.0,No,Travel_Rarely,Research & Development,4,3,Life Sciences,2,Female,3,1,Research Scientist,3,Single,6725.0,1,No,19,3.0,3,0,2.0,3,8.0,1
780,43.0,No,Travel_Rarely,Sales,10,4,Marketing,3,Female,2,3,Sales Executive,3,Divorced,4777.0,0,Yes,14,3.0,2,2,2.0,3,4.0,7
781,38.0,No,Travel_Rarely,Research & Development,28,3,Life Sciences,2,Female,4,2,Laboratory Technician,3,Married,9980.0,1,No,17,3.0,4,2,1.0,2,10.0,9
782,54.0,No,Travel_Rarely,Research & Development,1,3,Medical,3,Female,2,3,Healthcare Representative,1,Married,17779.0,2,Yes,13,3.0,3,1,3.0,2,10.0,9
783,51.0,No,Travel_Rarely,Research & Development,23,4,Medical,3,Male,3,1,Laboratory Technician,1,Married,19537.0,3,Yes,15,3.0,3,1,5.0,3,20.0,2
784,26.0,No,Travel_Rarely,Research & Development,2,1,Medical,4,Female,1,1,Laboratory Technician,4,Divorced,2966.0,1,Yes,11,3.0,3,3,2.0,3,4.0,0
785,43.0,Yes,Travel_Rarely,Human Resources,22,3,Human Resources,1,Male,2,1,Human Resources,2,Married,3539.0,1,No,12,3.0,1,0,6.0,3,9.0,0
786,36.0,No,Travel_Rarely,Research & Development,1,2,Life Sciences,4,Male,2,2,Manufacturing Director,4,Married,3591.0,9,Yes,13,3.0,4,1,2.0,3,3.0,3
787,20.0,Yes,Travel_Frequently,Research & Development,15,3,Other,1,Female,3,2,Laboratory Technician,3,Divorced,2926.0,7,No,14,3.0,2,1,5.0,2,1.0,0
788,38.0,No,Travel_Frequently,Sales,11,5,Marketing,4,Female,2,2,Sales Executive,1,Married,2440.0,4,No,16,4.0,3,1,3.0,3,4.0,0
789,29.0,No,Travel_Frequently,Research & Development,6,4,Life Sciences,3,Female,2,2,Research Scientist,2,Divorced,7918.0,6,No,15,3.0,3,1,5.0,3,11.0,0
790,37.0,Yes,Travel_Frequently,Sales,1,3,Life Sciences,4,Male,3,1,Sales Representative,2,Single,5993.0,1,Yes,11,3.0,1,0,3.0,4,7.0,2
791,31.0,No,Travel_Rarely,Sales,7,4,Life Sciences,3,Male,3,2,Sales Executive,4,Married,11557.0,1,Yes,11,4.0,4,0,3.0,3,5.0,8
792,41.0,No,Non-Travel,Research & Development,1,3,Life Sciences,1,Male,3,2,Healthcare Representative,1,Married,2107.0,0,No,12,3.0,1,1,3.0,2,1.0,3
793,48.0,No,Travel_Rarely,Research & Development,2,2,Medical,3,Male,4,2,Healthcare Representative,2,Married,5381.0,1,No,24,3.0,4,1,2.0,3,1.0,7
794,27.0,No,Travel_Rarely,Research & Development,2,2,Medical,1,Male,2,4,Manager,4,Married,3816.0,9,No,23,3.0,4,1,2.0,3,5.0,8
795,35.0,No,Travel_Rarely,Research & Development,11,2,Technical Degree,4,Female,2,4,Manufacturing Director,2,Single,10388.0,3,No,16,3.0,2,0,3.0,2,16.0,2
796,32.0,No,Travel_Frequently,Research & Development,21,3,Medical,3,Female,3,1,Research Scientist,4,Married,2432.0,1,No,11,3.0,3,1,2.0,1,4.0,2
797,38.0,No,Travel_Frequently,Research & Development,11,1,Life Sciences,2,Female,3,1,Laboratory Technician,1,Married,10422.0,0,No,14,4.0,2,0,3.0,4,8.0,0
798,27.0,No,Travel_Rarely,Sales,1,4,Marketing,3,Female,3,3,Sales Executive,4,Married,4227.0,1,No,19,3.0,3,2,2.0,3,3.0,10
799,30.0,No,Travel_Frequently,Research & Development,10,3,Technical Degree,4,Female,4,1,Research Scientist,3,Married,4286.0,2,No,16,3.0,4,1,4.0,3,1.0,2
800,29.0,No,Travel_Rarely,Research & Development,9,3,Medical,1,Female,3,1,Research Scientist,3,Married,2532.0,2,No,19,3.0,2,1,5.0,3,4.0,4
801,35.0,No,Travel_Rarely,Sales,8,4,Marketing,3,Male,3,2,Sales Executive,2,Married,5561.0,0,No,11,3.0,4,1,2.0,3,5.0,7
802,40.0,Yes,Travel_Rarely,Research & Development,5,3,Medical,2,Female,3,1,Laboratory Technician,2,Single,5677.0,0,No,17,3.0,1,0,4.0,3,11.0,2
803,30.0,No,Travel_Rarely,Research & Development,2,3,Life Sciences,1,Male,3,5,Manager,3,Married,3579.0,5,No,11,4.0,1,0,2.0,2,11.0,6
804,32.0,No,Travel_Rarely,Research & Development,7,3,Medical,4,Female,4,1,Research Scientist,4,Divorced,2370.0,4,No,14,3.0,4,3,4.0,4,8.0,4
805,45.0,No,Travel_Rarely,Research & Development,2,4,Life Sciences,4,Female,3,2,Healthcare Representative,1,Divorced,5238.0,2,No,11,3.0,1,1,3.0,4,1.0,0
806,51.0,No,Travel_Rarely,Sales,16,4,Marketing,1,Male,3,2,Sales Executive,1,Single,5441.0,8,No,14,4.0,4,0,2.0,3,10.0,2
807,48.0,No,Non-Travel,Research & Development,21,1,Life Sciences,4,Male,3,2,Healthcare Representative,4,Married,16885.0,1,Yes,25,4.0,4,1,3.0,1,5.0,6
808,35.0,No,Travel_Rarely,Sales,6,4,Medical,2,Male,3,2,Sales Executive,3,Single,4323.0,1,No,16,3.0,1,0,2.0,3,5.0,8
809,37.0,Yes,Travel_Frequently,Research & Development,8,4,Medical,3,Female,2,2,Research Scientist,2,Married,4898.0,2,No,15,3.0,1,0,5.0,2,1.0,2
810,34.0,Yes,Non-Travel,Research & Development,7,3,Life Sciences,1,Male,3,1,Laboratory Technician,1,Single,2979.0,3,Yes,14,3.0,2,0,2.0,1,0.0,2
811,35.0,No,Travel_Rarely,Research & Development,1,3,Medical,2,Male,2,1,Research Scientist,3,Single,6540.0,1,No,18,4.0,1,0,5.0,3,1.0,4
812,38.0,No,Travel_Rarely,Sales,3,1,Medical,4,Female,2,2,Sales Executive,4,Married,7756.0,3,Yes,12,3.0,3,0,6.0,2,5.0,2
813,55.0,No,Travel_Frequently,Research & Development,2,3,Medical,4,Male,3,2,Research Scientist,2,Divorced,6385.0,0,No,13,3.0,3,2,3.0,2,8.0,5
814,29.0,No,Travel_Rarely,Research & Development,29,3,Technical Degree,4,Male,3,2,Manufacturing Director,4,Married,4478.0,3,No,18,3.0,1,1,3.0,1,4.0,7
815,32.0,Yes,Non-Travel,Research & Development,24,2,Technical Degree,2,Male,2,3,Healthcare Representative,1,Single,4465.0,1,No,12,3.0,1,0,2.0,2,3.0,7
816,32.0,No,Travel_Frequently,Sales,2,1,Technical Degree,3,Male,3,1,Sales Representative,1,Divorced,10209.0,3,No,13,3.0,3,1,2.0,3,2.0,0
817,42.0,No,Travel_Frequently,Research & Development,1,4,Life Sciences,1,Male,3,1,Laboratory Technician,4,Married,13758.0,8,No,19,3.0,3,2,2.0,2,2.0,0
818,39.0,No,Non-Travel,Research & Development,20,1,Medical,4,Female,3,1,Laboratory Technician,4,Married,3646.0,1,No,13,4.0,2,0,2.0,4,1.0,8
819,38.0,No,Travel_Rarely,Sales,4,4,Marketing,4,Female,2,3,Sales Executive,4,Single,10231.0,3,No,14,3.0,4,0,3.0,4,21.0,7
820,39.0,No,Travel_Rarely,Research & Development,9,3,Life Sciences,3,Female,3,2,Laboratory Technician,2,Single,17123.0,9,No,15,3.0,3,0,4.0,2,19.0,4
821,54.0,No,Travel_Rarely,Sales,10,3,Medical,4,Female,2,1,Sales Representative,3,Single,3780.0,1,No,12,4.0,1,0,3.0,3,1.0,0
822,49.0,Yes,Travel_Rarely,Research & Development,16,1,Life Sciences,2,Male,1,1,Research Scientist,1,Single,7428.0,1,Yes,22,3.0,2,0,3.0,3,5.0,2
823,45.0,No,Travel_Rarely,Research & Development,9,3,Medical,2,Female,2,1,Research Scientist,2,Married,4477.0,4,Yes,20,3.0,2,1,0.0,2,3.0,0
824,31.0,No,Travel_Rarely,Sales,2,4,Medical,2,Female,3,2,Sales Executive,2,Married,1129.0,5,No,12,3.0,4,3,4.0,3,1.0,0
825,20.0,No,Travel_Rarely,Research & Development,2,2,Life Sciences,4,Male,3,3,Manufacturing Director,4,Divorced,4717.0,3,No,14,3.0,3,1,6.0,2,11.0,8
826,30.0,No,Non-Travel,Research & Development,9,2,Life Sciences,3,Female,3,1,Research Scientist,1,Single,11713.0,1,No,25,3.0,3,0,3.0,3,8.0,1
827,46.0,No,Travel_Frequently,Research & Development,25,2,Other,1,Male,2,2,Laboratory Technician,4,Single,2013.0,4,No,14,3.0,4,0,6.0,3,0.0,2
828,35.0,No,Travel_Frequently,Research & Development,15,2,Life Sciences,3,Male,3,1,Research Scientist,4,Single,2194.0,1,No,14,3.0,4,0,2.0,3,3.0,0
829,40.0,No,Travel_Rarely,Sales,28,3,Life Sciences,1,Female,2,2,Sales Executive,3,Married,4448.0,2,No,18,3.0,4,0,3.0,3,7.0,2
830,55.0,No,Travel_Rarely,Research & Development,19,3,Life Sciences,2,Female,2,1,Research Scientist,4,Married,9250.0,1,No,12,4.0,2,0,5.0,3,9.0,9
831,36.0,No,Travel_Rarely,Research & Development,1,2,Medical,4,Male,3,1,Laboratory Technician,2,Divorced,2519.0,1,No,11,4.0,2,1,6.0,3,11.0,2
832,24.0,No,Travel_Rarely,Sales,1,4,Medical,4,Male,3,5,Manager,4,Divorced,4440.0,3,No,11,3.0,3,1,3.0,2,15.0,0
833,36.0,No,Travel_Frequently,Research & Development,1,3,Technical Degree,2,Female,3,3,Manufacturing Director,4,Single,9738.0,4,No,17,3.0,4,0,6.0,4,9.0,5
834,37.0,No,Non-Travel,Research & Development,1,3,Medical,2,Male,3,1,Research Scientist,4,Single,8834.0,6,Yes,12,3.0,3,0,3.0,3,9.0,3
835,32.0,No,Non-Travel,Sales,2,4,Life Sciences,4,Male,3,3,Sales Executive,3,Divorced,2718.0,1,Yes,19,3.0,1,1,3.0,2,7.0,8
836,40.0,No,Travel_Rarely,Sales,8,4,Marketing,3,Male,3,2,Sales Executive,3,Divorced,4581.0,0,No,12,4.0,4,0,2.0,3,4.0,0
837,28.0,Yes,Travel_Rarely,Research & Development,25,4,Life Sciences,1,Male,3,1,Laboratory Technician,4,Single,2044.0,1,Yes,24,3.0,3,0,2.0,1,5.0,0
838,46.0,No,Travel_Rarely,Research & Development,9,2,Medical,4,Male,2,1,Laboratory Technician,3,Single,10368.0,1,No,13,3.0,1,0,5.0,3,10.0,0
839,26.0,No,Travel_Rarely,Sales,4,2,Life Sciences,2,Male,2,2,Sales Executive,4,Single,2875.0,1,Yes,11,4.0,2,0,5.0,3,8.0,4
840,55.0,No,Travel_Rarely,Research & Development,24,1,Life Sciences,4,Female,3,1,Laboratory Technician,3,Divorced,16659.0,1,No,22,3.0,2,1,2.0,3,5.0,0
841,55.0,No,Travel_Frequently,Research & Development,14,4,Technical Degree,3,Male,3,2,Research Scientist,2,Married,2655.0,8,No,18,3.0,3,1,3.0,4,9.0,7
842,50.0,No,Non-Travel,Sales,5,4,Marketing,1,Male,3,2,Sales Executive,4,Single,13503.0,4,Yes,21,3.0,3,0,2.0,3,10.0,6
843,26.0,No,Travel_Frequently,Sales,2,3,Marketing,3,Male,3,2,Sales Executive,1,Single,3102.0,0,Yes,12,4.0,4,0,4.0,3,6.0,2
844,28.0,No,Travel_Rarely,Research & Development,7,4,Medical,3,Male,3,2,Manufacturing Director,3,Married,4724.0,2,No,14,3.0,3,0,0.0,4,5.0,0
845,19.0,No,Non-Travel,Sales,3,1,Other,3,Male,3,2,Sales Executive,1,Married,2267.0,1,Yes,18,3.0,4,0,2.0,3,2.0,3
846,34.0,No,Non-Travel,Research & Development,2,2,Life Sciences,3,Male,3,1,Laboratory Technician,1,Married,2307.0,4,No,17,4.0,4,1,2.0,2,5.0,3
847,32.0,No,Travel_Rarely,Sales,29,4,Marketing,1,Male,2,2,Sales Executive,4,Married,14118.0,1,No,14,3.0,1,2,4.0,3,1.0,7
848,33.0,No,Travel_Rarely,Sales,6,4,Medical,3,Male,3,2,Sales Executive,4,Married,6388.0,4,No,14,3.0,2,1,6.0,4,0.0,4
849,32.0,No,Travel_Rarely,Research & Development,1,3,Life Sciences,3,Male,2,1,Laboratory Technician,2,Married,13206.0,6,No,20,3.0,3,0,3.0,3,2.0,0
850,52.0,No,Travel_Rarely,Sales,8,4,Marketing,4,Female,3,1,Sales Representative,2,Married,3149.0,7,No,15,4.0,4,1,3.0,3,5.0,2
851,44.0,No,Travel_Rarely,Research & Development,9,4,Life Sciences,3,Male,3,1,Laboratory Technician,1,Married,7005.0,2,No,21,3.0,4,1,2.0,3,4.0,0
852,45.0,No,Travel_Rarely,Research & Development,10,3,Technical Degree,4,Male,2,3,Healthcare Representative,4,Single,3697.0,6,No,15,4.0,4,0,3.0,3,10.0,3
853,44.0,No,Travel_Rarely,Sales,13,4,Medical,4,Male,3,3,Sales Executive,3,Divorced,18213.0,1,No,18,3.0,3,1,5.0,2,22.0,7
854,35.0,No,Travel_Rarely,Research & Development,7,2,Life Sciences,4,Female,3,2,Healthcare Representative,3,Divorced,7632.0,1,No,20,4.0,3,3,2.0,3,8.0,7
855,39.0,Yes,Travel_Rarely,Sales,12,4,Life Sciences,2,Male,2,1,Sales Representative,1,Married,3902.0,1,No,18,3.0,3,1,2.0,4,2.0,0
856,44.0,No,Travel_Rarely,Research & Development,3,3,Life Sciences,1,Male,2,1,Laboratory Technician,3,Single,19190.0,1,No,12,3.0,1,0,4.0,2,25.0,2
857,37.0,No,Travel_Rarely,Sales,4,2,Life Sciences,4,Male,3,2,Sales Executive,4,Single,4213.0,1,Yes,17,3.0,3,0,4.0,3,10.0,0
858,28.0,Yes,Travel_Rarely,Research & Development,6,3,Life Sciences,4,Female,2,1,Laboratory Technician,4,Single,2377.0,1,Yes,18,3.0,2,0,2.0,3,2.0,0
859,46.0,No,Non-Travel,Research & Development,4,2,Life Sciences,4,Female,3,2,Manufacturing Director,2,Divorced,5258.0,7,No,13,3.0,2,3,2.0,3,1.0,2
860,50.0,No,Travel_Frequently,Research & Development,8,4,Other,3,Male,3,1,Laboratory Technician,1,Married,4728.0,9,No,13,3.0,3,0,4.0,1,0.0,4
861,31.0,No,Travel_Rarely,Research & Development,3,2,Life Sciences,4,Male,4,2,Healthcare Representative,1,Divorced,7547.0,6,No,20,3.0,1,1,3.0,3,4.0,4
862,31.0,No,Travel_Frequently,Research & Development,2,4,Technical Degree,4,Female,2,1,Research Scientist,1,Single,7446.0,0,No,16,3.0,4,0,2.0,3,10.0,7
863,39.0,No,Travel_Rarely,Research & Development,3,3,Medical,3,Male,3,1,Research Scientist,3,Divorced,5151.0,1,No,20,3.0,3,1,3.0,3,10.0,0
864,24.0,No,Travel_Rarely,Sales,22,4,Other,3,Male,3,3,Sales Executive,1,Married,2774.0,0,No,11,3.0,3,0,2.0,3,7.0,8
865,53.0,No,Travel_Rarely,Research & Development,2,1,Medical,2,Male,4,2,Healthcare Representative,3,Divorced,16598.0,5,No,20,3.0,2,3,2.0,3,9.0,11
866,53.0,No,Travel_Rarely,Sales,2,2,Life Sciences,4,Male,2,2,Sales Executive,4,Married,14852.0,3,No,18,3.0,4,1,3.0,3,17.0,7
867,29.0,Yes,Travel_Rarely,Human Resources,9,4,Technical Degree,1,Male,3,1,Human Resources,3,Married,8620.0,1,No,15,3.0,4,0,3.0,3,10.0,2
868,27.0,No,Travel_Rarely,Research & Development,27,3,Medical,2,Male,3,2,Healthcare Representative,3,Married,5373.0,4,No,12,3.0,1,1,3.0,2,9.0,7
869,32.0,No,Travel_Rarely,Research & Development,8,5,Life Sciences,2,Male,3,2,Manufacturing Director,1,Divorced,2176.0,3,No,14,3.0,3,1,5.0,3,6.0,0
870,33.0,No,Travel_Frequently,Sales,11,2,Life Sciences,4,Female,3,4,Manager,4,Married,4302.0,3,No,13,3.0,2,1,3.0,4,3.0,3
871,34.0,No,Travel_Rarely,Sales,5,1,Life Sciences,2,Female,3,2,Sales Executive,4,Married,2929.0,6,No,13,3.0,1,0,3.0,4,10.0,4
872,35.0,No,Travel_Rarely,Sales,23,1,Medical,2,Female,2,2,Sales Representative,3,Married,2559.0,1,No,21,3.0,4,1,3.0,3,6.0,8
873,35.0,No,Travel_Rarely,Research & Development,4,2,Life Sciences,3,Male,3,1,Research Scientist,4,Single,3816.0,1,Yes,20,4.0,2,0,2.0,2,4.0,5
874,29.0,No,Travel_Rarely,Research & Development,8,2,Medical,2,Male,3,2,Healthcare Representative,3,Single,7988.0,3,No,11,3.0,4,0,2.0,3,10.0,1
875,38.0,No,Travel_Rarely,Research & Development,11,4,Life Sciences,4,Male,3,1,Research Scientist,4,Married,6861.0,3,Yes,19,3.0,2,1,1.0,3,1.0,4
876,34.0,No,Travel_Rarely,Research & Development,29,3,Medical,2,Female,1,2,Laboratory Technician,4,Single,6500.0,4,No,19,3.0,1,0,1.0,3,3.0,0
877,46.0,No,Non-Travel,Research & Development,1,3,Life Sciences,1,Female,3,5,Research Director,2,Married,17048.0,3,Yes,19,4.0,1,0,3.0,2,10.0,3
878,34.0,No,Travel_Frequently,Sales,5,3,Life Sciences,2,Male,3,3,Sales Executive,4,Married,17007.0,2,No,12,3.0,3,1,3.0,3,14.0,9
879,33.0,No,Travel_Rarely,Sales,10,2,Life Sciences,4,Female,3,2,Sales Executive,4,Single,2220.0,7,No,14,3.0,4,0,3.0,3,1.0,3
880,27.0,No,Travel_Rarely,Research & Development,10,1,Medical,1,Female,4,1,Research Scientist,3,Single,2929.0,1,No,18,3.0,4,0,5.0,3,6.0,2
881,52.0,No,Travel_Rarely,Research & Development,7,3,Medical,3,Male,3,3,Research Director,3,Married,5577.0,0,No,11,3.0,4,0,3.0,4,10.0,9
882,38.0,No,Travel_Rarely,Research & Development,23,3,Medical,2,Male,4,1,Research Scientist,4,Married,3057.0,1,Yes,11,3.0,2,2,0.0,3,1.0,5
883,33.0,No,Travel_Rarely,Research & Development,5,2,Life Sciences,1,Male,4,1,Research Scientist,2,Divorced,4240.0,0,Yes,12,3.0,4,2,0.0,2,2.0,2
884,34.0,No,Travel_Frequently,Sales,7,2,Technical Degree,2,Male,3,1,Sales Representative,3,Married,5747.0,0,Yes,25,3.0,2,1,3.0,3,15.0,10
885,47.0,No,Travel_Rarely,Research & Development,1,3,Life Sciences,3,Female,3,1,Research Scientist,4,Married,19658.0,1,No,11,3.0,2,0,3.0,2,5.0,0
886,35.0,Yes,Travel_Rarely,Sales,1,1,Technical Degree,1,Female,3,1,Sales Representative,2,Single,8606.0,1,Yes,16,3.0,2,0,3.0,3,11.0,3
887,37.0,No,Travel_Rarely,Research & Development,2,4,Life Sciences,4,Female,3,2,Manufacturing Director,3,Married,4777.0,9,No,14,3.0,2,0,2.0,3,1.0,0
888,56.0,No,Travel_Rarely,Research & Development,2,3,Medical,4,Male,3,4,Manager,1,Married,4194.0,2,No,22,3.0,3,1,3.0,3,5.0,2
889,28.0,Yes,Travel_Rarely,Research & Development,3,3,Technical Degree,4,Male,3,1,Research Scientist,1,Single,2367.0,5,Yes,11,3.0,3,0,2.0,3,4.0,2
890,41.0,No,Travel_Rarely,Research & Development,22,5,Medical,3,Male,1,4,Research Director,4,Single,7510.0,1,Yes,13,4.0,4,0,3.0,3,5.0,6
891,41.0,No,Travel_Rarely,Research & Development,7,3,Life Sciences,2,Male,4,1,Laboratory Technician,2,Married,2226.0,1,No,20,3.0,3,0,3.0,1,10.0,1
892,45.0,No,Travel_Rarely,Research & Development,1,4,Life Sciences,2,Male,4,1,Research Scientist,4,Single,19202.0,2,No,16,3.0,3,0,2.0,3,24.0,2
893,25.0,No,Travel_Rarely,Research & Development,1,3,Medical,4,Male,2,2,Laboratory Technician,4,Married,3977.0,0,No,12,3.0,2,1,2.0,3,3.0,7
894,31.0,No,Travel_Rarely,Research & Development,23,2,Life Sciences,4,Female,2,2,Research Scientist,3,Single,2187.0,1,No,12,3.0,4,0,5.0,3,5.0,9
895,47.0,No,Travel_Rarely,Research & Development,2,3,Medical,4,Male,2,1,Laboratory Technician,1,Divorced,3195.0,0,Yes,11,3.0,3,1,2.0,3,2.0,6
896,28.0,No,Travel_Rarely,Research & Development,22,5,Medical,2,Male,3,4,Manager,3,Married,5377.0,3,No,25,3.0,3,1,3.0,3,7.0,8
897,53.0,No,Travel_Rarely,Sales,1,5,Medical,4,Male,3,2,Sales Executive,4,Single,14814.0,4,No,15,3.0,2,0,3.0,3,5.0,0
898,33.0,Yes,Travel_Frequently,Sales,1,4,Life Sciences,2,Female,1,1,Sales Representative,3,Single,5376.0,1,No,12,3.0,2,0,3.0,3,5.0,0
899,35.0,No,Travel_Rarely,Research & Development,16,3,Life Sciences,4,Male,3,3,Healthcare Representative,3,Married,2705.0,4,Yes,12,3.0,3,0,2.0,3,5.0,7
900,37.0,No,Travel_Rarely,Research & Development,25,2,Life Sciences,3,Male,3,3,Healthcare Representative,3,Married,6646.0,3,No,21,3.0,2,1,3.0,3,17.0,4
901,44.0,No,Travel_Rarely,Research & Development,28,2,Medical,4,Male,4,4,Manufacturing Director,3,Married,3660.0,2,Yes,11,3.0,2,1,2.0,2,2.0,3
902,32.0,Yes,Travel_Rarely,Sales,3,1,Life Sciences,3,Male,2,3,Sales Executive,4,Married,10209.0,1,Yes,11,4.0,1,1,5.0,3,5.0,7
903,47.0,No,Travel_Frequently,Research & Development,2,3,Life Sciences,2,Male,2,1,Research Scientist,3,Single,5067.0,1,No,14,3.0,4,0,5.0,3,19.0,0
904,31.0,No,Travel_Rarely,Research & Development,11,3,Other,2,Female,3,3,Research Director,4,Divorced,4306.0,1,Yes,14,3.0,3,3,5.0,3,13.0,8
905,23.0,No,Travel_Rarely,Sales,16,3,Marketing,3,Female,3,3,Sales Executive,2,Married,8686.0,0,No,15,4.0,3,2,2.0,2,8.0,9
